Date,year,month,day,cfs
7/15/1999,1999,7,15,665
7/16/1999,1999,7,16,428
7/17/1999,1999,7,17,308
7/18/1999,1999,7,18,635
7/19/1999,1999,7,19,929
7/20/1999,1999,7,20,1370
7/21/1999,1999,7,21,1220
7/22/1999,1999,7,22,1080
7/23/1999,1999,7,23,896
7/24/1999,1999,7,24,778
7/25/1999,1999,7,25,628
7/26/1999,1999,7,26,570
7/27/1999,1999,7,27,515
7/28/1999,1999,7,28,440
7/29/1999,1999,7,29,326
7/30/1999,1999,7,30,282
7/31/1999,1999,7,31,378
8/1/1999,1999,8,1,347
8/2/1999,1999,8,2,337
8/3/1999,1999,8,3,1160
8/4/1999,1999,8,4,3850
8/5/1999,1999,8,5,4520
8/6/1999,1999,8,6,4720
8/7/1999,1999,8,7,4540
8/8/1999,1999,8,8,4250
8/9/1999,1999,8,9,3890
8/10/1999,1999,8,10,4000
8/11/1999,1999,8,11,4540
8/12/1999,1999,8,12,3590
8/13/1999,1999,8,13,3530
8/14/1999,1999,8,14,2800
8/15/1999,1999,8,15,2400
8/16/1999,1999,8,16,2660
8/17/1999,1999,8,17,2380
8/18/1999,1999,8,18,2220
8/19/1999,1999,8,19,1830
8/20/1999,1999,8,20,1470
8/21/1999,1999,8,21,1480
8/22/1999,1999,8,22,1610
8/23/1999,1999,8,23,1460
8/24/1999,1999,8,24,1240
8/25/1999,1999,8,25,1090
8/26/1999,1999,8,26,998
8/27/1999,1999,8,27,1100
8/28/1999,1999,8,28,1160
8/29/1999,1999,8,29,945
8/30/1999,1999,8,30,989
8/31/1999,1999,8,31,825
9/1/1999,1999,9,1,646
9/2/1999,1999,9,2,624
9/3/1999,1999,9,3,957
9/4/1999,1999,9,4,1250
9/5/1999,1999,9,5,1580
9/6/1999,1999,9,6,1130
9/7/1999,1999,9,7,844
9/8/1999,1999,9,8,791
9/9/1999,1999,9,9,627
9/10/1999,1999,9,10,613
9/11/1999,1999,9,11,628
9/12/1999,1999,9,12,626
9/13/1999,1999,9,13,628
9/14/1999,1999,9,14,654
9/15/1999,1999,9,15,815
9/16/1999,1999,9,16,866
9/17/1999,1999,9,17,829
9/18/1999,1999,9,18,763
9/19/1999,1999,9,19,784
9/20/1999,1999,9,20,805
9/21/1999,1999,9,21,792
9/22/1999,1999,9,22,722
9/23/1999,1999,9,23,860
9/24/1999,1999,9,24,934
9/25/1999,1999,9,25,834
9/26/1999,1999,9,26,760
9/27/1999,1999,9,27,692
9/28/1999,1999,9,28,583
9/29/1999,1999,9,29,501
9/30/1999,1999,9,30,511
10/1/1999,1999,10,1,512
10/2/1999,1999,10,2,463
10/3/1999,1999,10,3,315
10/4/1999,1999,10,4,320
10/5/1999,1999,10,5,315
10/6/1999,1999,10,6,317
10/7/1999,1999,10,7,327
10/8/1999,1999,10,8,355
10/9/1999,1999,10,9,360
10/10/1999,1999,10,10,369
10/11/1999,1999,10,11,389
10/12/1999,1999,10,12,370
10/13/1999,1999,10,13,360
10/14/1999,1999,10,14,360
10/15/1999,1999,10,15,340
10/16/1999,1999,10,16,320
10/17/1999,1999,10,17,330
10/18/1999,1999,10,18,462
10/19/1999,1999,10,19,711
10/20/1999,1999,10,20,735
10/21/1999,1999,10,21,745
10/22/1999,1999,10,22,782
10/23/1999,1999,10,23,714
10/24/1999,1999,10,24,596
10/25/1999,1999,10,25,559
10/26/1999,1999,10,26,430
10/27/1999,1999,10,27,450
10/28/1999,1999,10,28,380
10/29/1999,1999,10,29,360
10/30/1999,1999,10,30,333
10/31/1999,1999,10,31,311
11/1/1999,1999,11,1,559
11/2/1999,1999,11,2,1090
11/3/1999,1999,11,3,1320
11/4/1999,1999,11,4,1210
11/5/1999,1999,11,5,1220
11/6/1999,1999,11,6,1230
11/7/1999,1999,11,7,1280
11/8/1999,1999,11,8,1230
11/9/1999,1999,11,9,1160
11/10/1999,1999,11,10,1140
11/11/1999,1999,11,11,1070
11/12/1999,1999,11,12,1050
11/13/1999,1999,11,13,1040
11/14/1999,1999,11,14,1070
11/15/1999,1999,11,15,1060
11/16/1999,1999,11,16,1030
11/17/1999,1999,11,17,1000
11/18/1999,1999,11,18,1030
11/19/1999,1999,11,19,1050
11/20/1999,1999,11,20,1030
11/21/1999,1999,11,21,1030
11/22/1999,1999,11,22,1030
11/23/1999,1999,11,23,1110
11/24/1999,1999,11,24,1100
11/25/1999,1999,11,25,1130
11/26/1999,1999,11,26,1040
11/27/1999,1999,11,27,1040
11/28/1999,1999,11,28,1040
11/29/1999,1999,11,29,1050
11/30/1999,1999,11,30,1070
12/1/1999,1999,12,1,1060
12/2/1999,1999,12,2,960
12/3/1999,1999,12,3,1060
12/4/1999,1999,12,4,1100
12/5/1999,1999,12,5,1090
12/6/1999,1999,12,6,1070
12/7/1999,1999,12,7,1070
12/8/1999,1999,12,8,1060
12/9/1999,1999,12,9,988
12/10/1999,1999,12,10,845
12/11/1999,1999,12,11,840
12/12/1999,1999,12,12,860
12/13/1999,1999,12,13,896
12/14/1999,1999,12,14,918
12/15/1999,1999,12,15,848
12/16/1999,1999,12,16,809
12/17/1999,1999,12,17,829
12/18/1999,1999,12,18,848
12/19/1999,1999,12,19,815
12/20/1999,1999,12,20,791
12/21/1999,1999,12,21,806
12/22/1999,1999,12,22,822
12/23/1999,1999,12,23,817
12/24/1999,1999,12,24,799
12/25/1999,1999,12,25,903
12/26/1999,1999,12,26,903
12/27/1999,1999,12,27,897
12/28/1999,1999,12,28,870
12/29/1999,1999,12,29,822
12/30/1999,1999,12,30,815
12/31/1999,1999,12,31,831
1/1/2000,2000,1,1,880
1/2/2000,2000,1,2,846
1/3/2000,2000,1,3,834
1/4/2000,2000,1,4,797
1/5/2000,2000,1,5,776
1/6/2000,2000,1,6,815
1/7/2000,2000,1,7,794
1/8/2000,2000,1,8,800
1/9/2000,2000,1,9,808
1/10/2000,2000,1,10,825
1/11/2000,2000,1,11,859
1/12/2000,2000,1,12,890
1/13/2000,2000,1,13,870
1/14/2000,2000,1,14,870
1/15/2000,2000,1,15,879
1/16/2000,2000,1,16,933
1/17/2000,2000,1,17,1000
1/18/2000,2000,1,18,1020
1/19/2000,2000,1,19,1030
1/20/2000,2000,1,20,1120
1/21/2000,2000,1,21,1050
1/22/2000,2000,1,22,1060
1/23/2000,2000,1,23,1060
1/24/2000,2000,1,24,1090
1/25/2000,2000,1,25,1150
1/26/2000,2000,1,26,1240
1/27/2000,2000,1,27,1270
1/28/2000,2000,1,28,1210
1/29/2000,2000,1,29,1050
1/30/2000,2000,1,30,919
1/31/2000,2000,1,31,886
2/1/2000,2000,2,1,996
2/2/2000,2000,2,2,995
2/3/2000,2000,2,3,1010
2/4/2000,2000,2,4,1000
2/5/2000,2000,2,5,977
2/6/2000,2000,2,6,967
2/7/2000,2000,2,7,971
2/8/2000,2000,2,8,951
2/9/2000,2000,2,9,945
2/10/2000,2000,2,10,1030
2/11/2000,2000,2,11,1040
2/12/2000,2000,2,12,1040
2/13/2000,2000,2,13,960
2/14/2000,2000,2,14,945
2/15/2000,2000,2,15,952
2/16/2000,2000,2,16,951
2/17/2000,2000,2,17,980
2/18/2000,2000,2,18,970
2/19/2000,2000,2,19,981
2/20/2000,2000,2,20,978
2/21/2000,2000,2,21,963
2/22/2000,2000,2,22,969
2/23/2000,2000,2,23,976
2/24/2000,2000,2,24,1010
2/25/2000,2000,2,25,985
2/26/2000,2000,2,26,961
2/27/2000,2000,2,27,946
2/28/2000,2000,2,28,935
2/29/2000,2000,2,29,880
3/1/2000,2000,3,1,790
3/2/2000,2000,3,2,685
3/3/2000,2000,3,3,755
3/4/2000,2000,3,4,678
3/5/2000,2000,3,5,628
3/6/2000,2000,3,6,560
3/7/2000,2000,3,7,546
3/8/2000,2000,3,8,576
3/9/2000,2000,3,9,495
3/10/2000,2000,3,10,465
3/11/2000,2000,3,11,522
3/12/2000,2000,3,12,417
3/13/2000,2000,3,13,427
3/14/2000,2000,3,14,397
3/15/2000,2000,3,15,403
3/16/2000,2000,3,16,386
3/17/2000,2000,3,17,373
3/18/2000,2000,3,18,398
3/19/2000,2000,3,19,554
3/20/2000,2000,3,20,651
3/21/2000,2000,3,21,896
3/22/2000,2000,3,22,1090
3/23/2000,2000,3,23,1210
3/24/2000,2000,3,24,1380
3/25/2000,2000,3,25,1300
3/26/2000,2000,3,26,1110
3/27/2000,2000,3,27,898
3/28/2000,2000,3,28,742
3/29/2000,2000,3,29,686
3/30/2000,2000,3,30,674
3/31/2000,2000,3,31,606
4/1/2000,2000,4,1,615
4/2/2000,2000,4,2,1090
4/3/2000,2000,4,3,1130
4/4/2000,2000,4,4,746
4/5/2000,2000,4,5,575
4/6/2000,2000,4,6,440
4/7/2000,2000,4,7,375
4/8/2000,2000,4,8,387
4/9/2000,2000,4,9,396
4/10/2000,2000,4,10,404
4/11/2000,2000,4,11,455
4/12/2000,2000,4,12,354
4/13/2000,2000,4,13,344
4/14/2000,2000,4,14,371
4/15/2000,2000,4,15,370
4/16/2000,2000,4,16,348
4/17/2000,2000,4,17,423
4/18/2000,2000,4,18,413
4/19/2000,2000,4,19,474
4/20/2000,2000,4,20,436
4/21/2000,2000,4,21,435
4/22/2000,2000,4,22,485
4/23/2000,2000,4,23,512
4/24/2000,2000,4,24,569
4/25/2000,2000,4,25,443
4/26/2000,2000,4,26,352
4/27/2000,2000,4,27,353
4/28/2000,2000,4,28,331
4/29/2000,2000,4,29,337
4/30/2000,2000,4,30,345
5/1/2000,2000,5,1,324
5/2/2000,2000,5,2,295
5/3/2000,2000,5,3,321
5/4/2000,2000,5,4,343
5/5/2000,2000,5,5,356
5/6/2000,2000,5,6,316
5/7/2000,2000,5,7,338
5/8/2000,2000,5,8,400
5/9/2000,2000,5,9,444
5/10/2000,2000,5,10,380
5/11/2000,2000,5,11,302
5/12/2000,2000,5,12,376
5/13/2000,2000,5,13,406
5/14/2000,2000,5,14,441
5/15/2000,2000,5,15,475
5/16/2000,2000,5,16,488
5/17/2000,2000,5,17,482
5/18/2000,2000,5,18,430
5/19/2000,2000,5,19,406
5/20/2000,2000,5,20,407
5/21/2000,2000,5,21,393
5/22/2000,2000,5,22,382
5/23/2000,2000,5,23,340
5/24/2000,2000,5,24,314
5/25/2000,2000,5,25,334
5/26/2000,2000,5,26,346
5/27/2000,2000,5,27,327
5/28/2000,2000,5,28,379
5/29/2000,2000,5,29,344
5/30/2000,2000,5,30,361
5/31/2000,2000,5,31,321
6/1/2000,2000,6,1,359
6/2/2000,2000,6,2,333
6/3/2000,2000,6,3,344
6/4/2000,2000,6,4,466
6/5/2000,2000,6,5,701
6/6/2000,2000,6,6,590
6/7/2000,2000,6,7,469
6/8/2000,2000,6,8,443
6/9/2000,2000,6,9,455
6/10/2000,2000,6,10,442
6/11/2000,2000,6,11,445
6/12/2000,2000,6,12,527
6/13/2000,2000,6,13,550
6/14/2000,2000,6,14,521
6/15/2000,2000,6,15,505
6/16/2000,2000,6,16,472
6/17/2000,2000,6,17,415
6/18/2000,2000,6,18,419
6/19/2000,2000,6,19,475
6/20/2000,2000,6,20,467
6/21/2000,2000,6,21,504
6/22/2000,2000,6,22,487
6/23/2000,2000,6,23,441
6/24/2000,2000,6,24,429
6/25/2000,2000,6,25,399
6/26/2000,2000,6,26,363
6/27/2000,2000,6,27,416
6/28/2000,2000,6,28,486
6/29/2000,2000,6,29,495
6/30/2000,2000,6,30,594
7/1/2000,2000,7,1,887
7/2/2000,2000,7,2,787
7/3/2000,2000,7,3,651
7/4/2000,2000,7,4,484
7/5/2000,2000,7,5,407
7/6/2000,2000,7,6,412
7/7/2000,2000,7,7,385
7/8/2000,2000,7,8,374
7/9/2000,2000,7,9,379
7/10/2000,2000,7,10,355
7/11/2000,2000,7,11,356
7/12/2000,2000,7,12,349
7/13/2000,2000,7,13,400
7/14/2000,2000,7,14,441
7/15/2000,2000,7,15,431
7/16/2000,2000,7,16,493
7/17/2000,2000,7,17,505
7/18/2000,2000,7,18,451
7/19/2000,2000,7,19,454
7/20/2000,2000,7,20,392
7/21/2000,2000,7,21,395
7/22/2000,2000,7,22,391
7/23/2000,2000,7,23,362
7/24/2000,2000,7,24,333
7/25/2000,2000,7,25,301
7/26/2000,2000,7,26,303
7/27/2000,2000,7,27,273
7/28/2000,2000,7,28,326
7/29/2000,2000,7,29,378
7/30/2000,2000,7,30,390
7/31/2000,2000,7,31,397
8/1/2000,2000,8,1,385
8/2/2000,2000,8,2,355
8/3/2000,2000,8,3,325
8/4/2000,2000,8,4,359
8/5/2000,2000,8,5,320
8/6/2000,2000,8,6,306
8/7/2000,2000,8,7,306
8/8/2000,2000,8,8,299
8/9/2000,2000,8,9,315
8/10/2000,2000,8,10,334
8/11/2000,2000,8,11,342
8/12/2000,2000,8,12,369
8/13/2000,2000,8,13,408
8/14/2000,2000,8,14,434
8/15/2000,2000,8,15,461
8/16/2000,2000,8,16,291
8/17/2000,2000,8,17,248
8/18/2000,2000,8,18,263
8/19/2000,2000,8,19,370
8/20/2000,2000,8,20,716
8/21/2000,2000,8,21,1070
8/22/2000,2000,8,22,835
8/23/2000,2000,8,23,503
8/24/2000,2000,8,24,463
8/25/2000,2000,8,25,443
8/26/2000,2000,8,26,370
8/27/2000,2000,8,27,337
8/28/2000,2000,8,28,319
8/29/2000,2000,8,29,292
8/30/2000,2000,8,30,286
8/31/2000,2000,8,31,338
9/1/2000,2000,9,1,356
9/2/2000,2000,9,2,317
9/3/2000,2000,9,3,283
9/4/2000,2000,9,4,262
9/5/2000,2000,9,5,242
9/6/2000,2000,9,6,241
9/7/2000,2000,9,7,240
9/8/2000,2000,9,8,247
9/9/2000,2000,9,9,283
9/10/2000,2000,9,10,248
9/11/2000,2000,9,11,291
9/12/2000,2000,9,12,281
9/13/2000,2000,9,13,246
9/14/2000,2000,9,14,279
9/15/2000,2000,9,15,255
9/16/2000,2000,9,16,263
9/17/2000,2000,9,17,265
9/18/2000,2000,9,18,244
9/19/2000,2000,9,19,248
9/20/2000,2000,9,20,256
9/21/2000,2000,9,21,283
9/22/2000,2000,9,22,266
9/23/2000,2000,9,23,285
9/24/2000,2000,9,24,306
9/25/2000,2000,9,25,387
9/26/2000,2000,9,26,429
9/27/2000,2000,9,27,387
9/28/2000,2000,9,28,336
9/29/2000,2000,9,29,303
9/30/2000,2000,9,30,295
10/1/2000,2000,10,1,264
10/2/2000,2000,10,2,278
10/3/2000,2000,10,3,291
10/4/2000,2000,10,4,295
10/5/2000,2000,10,5,317
10/6/2000,2000,10,6,319
10/7/2000,2000,10,7,341
10/8/2000,2000,10,8,434
10/9/2000,2000,10,9,731
10/10/2000,2000,10,10,872
10/11/2000,2000,10,11,667
10/12/2000,2000,10,12,637
10/13/2000,2000,10,13,675
10/14/2000,2000,10,14,940
10/15/2000,2000,10,15,614
10/16/2000,2000,10,16,499
10/17/2000,2000,10,17,794
10/18/2000,2000,10,18,742
10/19/2000,2000,10,19,720
10/20/2000,2000,10,20,576
10/21/2000,2000,10,21,525
10/22/2000,2000,10,22,525
10/23/2000,2000,10,23,528
10/24/2000,2000,10,24,698
10/25/2000,2000,10,25,1050
10/26/2000,2000,10,26,1180
10/27/2000,2000,10,27,894
10/28/2000,2000,10,28,916
10/29/2000,2000,10,29,1030
10/30/2000,2000,10,30,1010
10/31/2000,2000,10,31,925
11/1/2000,2000,11,1,935
11/2/2000,2000,11,2,1040
11/3/2000,2000,11,3,1000
11/4/2000,2000,11,4,1060
11/5/2000,2000,11,5,1030
11/6/2000,2000,11,6,886
11/7/2000,2000,11,7,765
11/8/2000,2000,11,8,729
11/9/2000,2000,11,9,719
11/10/2000,2000,11,10,743
11/11/2000,2000,11,11,718
11/12/2000,2000,11,12,693
11/13/2000,2000,11,13,662
11/14/2000,2000,11,14,644
11/15/2000,2000,11,15,639
11/16/2000,2000,11,16,616
11/17/2000,2000,11,17,607
11/18/2000,2000,11,18,608
11/19/2000,2000,11,19,601
11/20/2000,2000,11,20,601
11/21/2000,2000,11,21,625
11/22/2000,2000,11,22,629
11/23/2000,2000,11,23,663
11/24/2000,2000,11,24,667
11/25/2000,2000,11,25,819
11/26/2000,2000,11,26,664
11/27/2000,2000,11,27,697
11/28/2000,2000,11,28,733
11/29/2000,2000,11,29,743
11/30/2000,2000,11,30,747
12/1/2000,2000,12,1,740
12/2/2000,2000,12,2,710
12/3/2000,2000,12,3,712
12/4/2000,2000,12,4,747
12/5/2000,2000,12,5,765
12/6/2000,2000,12,6,764
12/7/2000,2000,12,7,791
12/8/2000,2000,12,8,766
12/9/2000,2000,12,9,756
12/10/2000,2000,12,10,705
12/11/2000,2000,12,11,684
12/12/2000,2000,12,12,684
12/13/2000,2000,12,13,720
12/14/2000,2000,12,14,694
12/15/2000,2000,12,15,692
12/16/2000,2000,12,16,796
12/17/2000,2000,12,17,815
12/18/2000,2000,12,18,785
12/19/2000,2000,12,19,763
12/20/2000,2000,12,20,768
12/21/2000,2000,12,21,724
12/22/2000,2000,12,22,677
12/23/2000,2000,12,23,622
12/24/2000,2000,12,24,673
12/25/2000,2000,12,25,726
12/26/2000,2000,12,26,733
12/27/2000,2000,12,27,732
12/28/2000,2000,12,28,729
12/29/2000,2000,12,29,761
12/30/2000,2000,12,30,789
12/31/2000,2000,12,31,781
1/1/2001,2001,1,1,759
1/2/2001,2001,1,2,745
1/3/2001,2001,1,3,730
1/4/2001,2001,1,4,736
1/5/2001,2001,1,5,746
1/6/2001,2001,1,6,747
1/7/2001,2001,1,7,739
1/8/2001,2001,1,8,719
1/9/2001,2001,1,9,714
1/10/2001,2001,1,10,733
1/11/2001,2001,1,11,763
1/12/2001,2001,1,12,773
1/13/2001,2001,1,13,773
1/14/2001,2001,1,14,768
1/15/2001,2001,1,15,795
1/16/2001,2001,1,16,776
1/17/2001,2001,1,17,782
1/18/2001,2001,1,18,777
1/19/2001,2001,1,19,758
1/20/2001,2001,1,20,769
1/21/2001,2001,1,21,777
1/22/2001,2001,1,22,733
1/23/2001,2001,1,23,722
1/24/2001,2001,1,24,744
1/25/2001,2001,1,25,710
1/26/2001,2001,1,26,694
1/27/2001,2001,1,27,703
1/28/2001,2001,1,28,742
1/29/2001,2001,1,29,748
1/30/2001,2001,1,30,732
1/31/2001,2001,1,31,701
2/1/2001,2001,2,1,710
2/2/2001,2001,2,2,748
2/3/2001,2001,2,3,771
2/4/2001,2001,2,4,742
2/5/2001,2001,2,5,694
2/6/2001,2001,2,6,692
2/7/2001,2001,2,7,689
2/8/2001,2001,2,8,734
2/9/2001,2001,2,9,718
2/10/2001,2001,2,10,743
2/11/2001,2001,2,11,764
2/12/2001,2001,2,12,759
2/13/2001,2001,2,13,796
2/14/2001,2001,2,14,791
2/15/2001,2001,2,15,778
2/16/2001,2001,2,16,774
2/17/2001,2001,2,17,807
2/18/2001,2001,2,18,860
2/19/2001,2001,2,19,853
2/20/2001,2001,2,20,821
2/21/2001,2001,2,21,822
2/22/2001,2001,2,22,764
2/23/2001,2001,2,23,742
2/24/2001,2001,2,24,744
2/25/2001,2001,2,25,740
2/26/2001,2001,2,26,795
2/27/2001,2001,2,27,835
2/28/2001,2001,2,28,842
3/1/2001,2001,3,1,849
3/2/2001,2001,3,2,853
3/3/2001,2001,3,3,724
3/4/2001,2001,3,4,682
3/5/2001,2001,3,5,708
3/6/2001,2001,3,6,631
3/7/2001,2001,3,7,617
3/8/2001,2001,3,8,669
3/9/2001,2001,3,9,682
3/10/2001,2001,3,10,625
3/11/2001,2001,3,11,549
3/12/2001,2001,3,12,564
3/13/2001,2001,3,13,532
3/14/2001,2001,3,14,526
3/15/2001,2001,3,15,548
3/16/2001,2001,3,16,538
3/17/2001,2001,3,17,490
3/18/2001,2001,3,18,509
3/19/2001,2001,3,19,529
3/20/2001,2001,3,20,479
3/21/2001,2001,3,21,480
3/22/2001,2001,3,22,462
3/23/2001,2001,3,23,470
3/24/2001,2001,3,24,417
3/25/2001,2001,3,25,419
3/26/2001,2001,3,26,480
3/27/2001,2001,3,27,498
3/28/2001,2001,3,28,529
3/29/2001,2001,3,29,698
3/30/2001,2001,3,30,815
3/31/2001,2001,3,31,811
4/1/2001,2001,4,1,930
4/2/2001,2001,4,2,849
4/3/2001,2001,4,3,816
4/4/2001,2001,4,4,760
4/5/2001,2001,4,5,981
4/6/2001,2001,4,6,1000
4/7/2001,2001,4,7,1310
4/8/2001,2001,4,8,1250
4/9/2001,2001,4,9,917
4/10/2001,2001,4,10,869
4/11/2001,2001,4,11,835
4/12/2001,2001,4,12,632
4/13/2001,2001,4,13,544
4/14/2001,2001,4,14,477
4/15/2001,2001,4,15,473
4/16/2001,2001,4,16,406
4/17/2001,2001,4,17,320
4/18/2001,2001,4,18,320
4/19/2001,2001,4,19,290
4/20/2001,2001,4,20,293
4/21/2001,2001,4,21,310
4/22/2001,2001,4,22,386
4/23/2001,2001,4,23,512
4/24/2001,2001,4,24,664
4/25/2001,2001,4,25,556
4/26/2001,2001,4,26,547
4/27/2001,2001,4,27,375
4/28/2001,2001,4,28,339
4/29/2001,2001,4,29,410
4/30/2001,2001,4,30,419
5/1/2001,2001,5,1,457
5/2/2001,2001,5,2,384
5/3/2001,2001,5,3,704
5/4/2001,2001,5,4,876
5/5/2001,2001,5,5,959
5/6/2001,2001,5,6,1140
5/7/2001,2001,5,7,1150
5/8/2001,2001,5,8,995
5/9/2001,2001,5,9,910
5/10/2001,2001,5,10,1240
5/11/2001,2001,5,11,1240
5/12/2001,2001,5,12,959
5/13/2001,2001,5,13,905
5/14/2001,2001,5,14,993
5/15/2001,2001,5,15,1110
5/16/2001,2001,5,16,948
5/17/2001,2001,5,17,997
5/18/2001,2001,5,18,1020
5/19/2001,2001,5,19,974
5/20/2001,2001,5,20,1260
5/21/2001,2001,5,21,1510
5/22/2001,2001,5,22,1340
5/23/2001,2001,5,23,2650
5/24/2001,2001,5,24,2890
5/25/2001,2001,5,25,1140
5/26/2001,2001,5,26,595
5/27/2001,2001,5,27,604
5/28/2001,2001,5,28,537
5/29/2001,2001,5,29,490
5/30/2001,2001,5,30,558
5/31/2001,2001,5,31,592
6/1/2001,2001,6,1,927
6/2/2001,2001,6,2,1230
6/3/2001,2001,6,3,1020
6/4/2001,2001,6,4,995
6/5/2001,2001,6,5,937
6/6/2001,2001,6,6,852
6/7/2001,2001,6,7,621
6/8/2001,2001,6,8,591
6/9/2001,2001,6,9,728
6/10/2001,2001,6,10,718
6/11/2001,2001,6,11,542
6/12/2001,2001,6,12,621
6/13/2001,2001,6,13,782
6/14/2001,2001,6,14,1020
6/15/2001,2001,6,15,876
6/16/2001,2001,6,16,623
6/17/2001,2001,6,17,554
6/18/2001,2001,6,18,519
6/19/2001,2001,6,19,338
6/20/2001,2001,6,20,274
6/21/2001,2001,6,21,266
6/22/2001,2001,6,22,243
6/23/2001,2001,6,23,278
6/24/2001,2001,6,24,271
6/25/2001,2001,6,25,298
6/26/2001,2001,6,26,306
6/27/2001,2001,6,27,374
6/28/2001,2001,6,28,450
6/29/2001,2001,6,29,517
6/30/2001,2001,6,30,400
7/1/2001,2001,7,1,389
7/2/2001,2001,7,2,373
7/3/2001,2001,7,3,451
7/4/2001,2001,7,4,396
7/5/2001,2001,7,5,397
7/6/2001,2001,7,6,318
7/7/2001,2001,7,7,279
7/8/2001,2001,7,8,251
7/9/2001,2001,7,9,243
7/10/2001,2001,7,10,205
7/11/2001,2001,7,11,187
7/12/2001,2001,7,12,149
7/13/2001,2001,7,13,155
7/14/2001,2001,7,14,167
7/15/2001,2001,7,15,164
7/16/2001,2001,7,16,139
7/17/2001,2001,7,17,132
7/18/2001,2001,7,18,131
7/19/2001,2001,7,19,172
7/20/2001,2001,7,20,153
7/21/2001,2001,7,21,130
7/22/2001,2001,7,22,131
7/23/2001,2001,7,23,179
7/24/2001,2001,7,24,168
7/25/2001,2001,7,25,144
7/26/2001,2001,7,26,137
7/27/2001,2001,7,27,144
7/28/2001,2001,7,28,158
7/29/2001,2001,7,29,236
7/30/2001,2001,7,30,282
7/31/2001,2001,7,31,292
8/1/2001,2001,8,1,270
8/2/2001,2001,8,2,277
8/3/2001,2001,8,3,275
8/4/2001,2001,8,4,274
8/5/2001,2001,8,5,244
8/6/2001,2001,8,6,276
8/7/2001,2001,8,7,234
8/8/2001,2001,8,8,189
8/9/2001,2001,8,9,189
8/10/2001,2001,8,10,144
8/11/2001,2001,8,11,162
8/12/2001,2001,8,12,318
8/13/2001,2001,8,13,463
8/14/2001,2001,8,14,614
8/15/2001,2001,8,15,695
8/16/2001,2001,8,16,1060
8/17/2001,2001,8,17,784
8/18/2001,2001,8,18,481
8/19/2001,2001,8,19,397
8/20/2001,2001,8,20,321
8/21/2001,2001,8,21,237
8/22/2001,2001,8,22,215
8/23/2001,2001,8,23,145
8/24/2001,2001,8,24,110
8/25/2001,2001,8,25,104
8/26/2001,2001,8,26,102
8/27/2001,2001,8,27,101
8/28/2001,2001,8,28,103
8/29/2001,2001,8,29,149
8/30/2001,2001,8,30,104
8/31/2001,2001,8,31,107
9/1/2001,2001,9,1,250
9/2/2001,2001,9,2,199
9/3/2001,2001,9,3,209
9/4/2001,2001,9,4,148
9/5/2001,2001,9,5,127
9/6/2001,2001,9,6,136
9/7/2001,2001,9,7,118
9/8/2001,2001,9,8,127
9/9/2001,2001,9,9,127
9/10/2001,2001,9,10,127
9/11/2001,2001,9,11,157
9/12/2001,2001,9,12,159
9/13/2001,2001,9,13,129
9/14/2001,2001,9,14,188
9/15/2001,2001,9,15,237
9/16/2001,2001,9,16,315
9/17/2001,2001,9,17,415
9/18/2001,2001,9,18,331
9/19/2001,2001,9,19,289
9/20/2001,2001,9,20,308
9/21/2001,2001,9,21,238
9/22/2001,2001,9,22,219
9/23/2001,2001,9,23,184
9/24/2001,2001,9,24,153
9/25/2001,2001,9,25,128
9/26/2001,2001,9,26,112
9/27/2001,2001,9,27,110
9/28/2001,2001,9,28,118
9/29/2001,2001,9,29,124
9/30/2001,2001,9,30,132
10/1/2001,2001,10,1,153
10/2/2001,2001,10,2,147
10/3/2001,2001,10,3,146
10/4/2001,2001,10,4,160
10/5/2001,2001,10,5,153
10/6/2001,2001,10,6,156
10/7/2001,2001,10,7,154
10/8/2001,2001,10,8,136
10/9/2001,2001,10,9,174
10/10/2001,2001,10,10,180
10/11/2001,2001,10,11,187
10/12/2001,2001,10,12,218
10/13/2001,2001,10,13,205
10/14/2001,2001,10,14,189
10/15/2001,2001,10,15,210
10/16/2001,2001,10,16,210
10/17/2001,2001,10,17,204
10/18/2001,2001,10,18,191
10/19/2001,2001,10,19,173
10/20/2001,2001,10,20,159
10/21/2001,2001,10,21,167
10/22/2001,2001,10,22,142
10/23/2001,2001,10,23,135
10/24/2001,2001,10,24,138
10/25/2001,2001,10,25,138
10/26/2001,2001,10,26,145
10/27/2001,2001,10,27,150
10/28/2001,2001,10,28,130
10/29/2001,2001,10,29,157
10/30/2001,2001,10,30,193
10/31/2001,2001,10,31,205
11/1/2001,2001,11,1,380
11/2/2001,2001,11,2,478
11/3/2001,2001,11,3,488
11/4/2001,2001,11,4,468
11/5/2001,2001,11,5,473
11/6/2001,2001,11,6,488
11/7/2001,2001,11,7,518
11/8/2001,2001,11,8,542
11/9/2001,2001,11,9,562
11/10/2001,2001,11,10,579
11/11/2001,2001,11,11,591
11/12/2001,2001,11,12,611
11/13/2001,2001,11,13,624
11/14/2001,2001,11,14,622
11/15/2001,2001,11,15,634
11/16/2001,2001,11,16,685
11/17/2001,2001,11,17,723
11/18/2001,2001,11,18,731
11/19/2001,2001,11,19,685
11/20/2001,2001,11,20,646
11/21/2001,2001,11,21,642
11/22/2001,2001,11,22,668
11/23/2001,2001,11,23,691
11/24/2001,2001,11,24,669
11/25/2001,2001,11,25,697
11/26/2001,2001,11,26,682
