Station,Drainage,State,County,Quad,Reach,RM_Start,Locality,UTM_Zone,UTM_Easting,UTM_Northing,Date Collected,year,month,Sampling_Period,Secchi_Depth,Salinity_Min,Temp_Min,Air_Temp_Min,DO_Min,Conductivity_True,Conductivity_Specific,pH_Min,Station+Haul,Haul,Depletion #,Habitat,Debris?,Gear,Electrofishing?,Closed?,Effort_m^2,NelsonNum,Family,Genus,Species,Species_Codes,"Length (SL,mm)",SumOfSPEC,SumOfREL,SumOfLarval,Stage,AgeClass,VIE Colors,VIE Locations,Projects
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-11,11,,SCSHRU,,regular,,,36,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,,3,3,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-11,11,,SCSHRU,,regular,,,36,76,Cyprinidae,Hybognathus,amarus,HYBAMA,50,1,1,,,0,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-11,11,,SCSHRU,,regular,,,36,76,Cyprinidae,Hybognathus,amarus,HYBAMA,54,1,1,,,0,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-11,11,,SCSHRU,,regular,,,36,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,10,10,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-12,12,,SCSHRU,,regular,,,34.25,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,,3,3,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-13,13,,SCSHRU,,regular,,,32.5,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,,1,1,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-13,13,,SCSHRU,,regular,,,32.5,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,2,2,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-14,14,,SCSHRU,,regular,,,33.5,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,,4,4,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-14,14,,SCSHRU,,regular,,,33.5,76,Cyprinidae,Hybognathus,amarus,HYBAMA,44,1,1,,,0,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-14,14,,SCSHRU,,regular,,,33.5,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,3,3,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-14,14,,SCSHRU,,regular,,,33.5,76,Cyprinidae,Rhinichthys,cataractae,RHICAT,,4,4,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-15,15,,SCSHRU,,regular,,,32.75,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,,5,5,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-15,15,,SCSHRU,,regular,,,32.75,76,Cyprinidae,Hybognathus,amarus,HYBAMA,50,1,1,,,0,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-15,15,,SCSHRU,,regular,,,32.75,76,Cyprinidae,Hybognathus,amarus,HYBAMA,53,1,1,,,0,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-15,15,,SCSHRU,,regular,,,32.75,76,Cyprinidae,Hybognathus,amarus,HYBAMA,54,1,1,,,0,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-15,15,,SCSHRU,,regular,,,32.75,76,Cyprinidae,Hybognathus,amarus,HYBAMA,60,1,1,,,0,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-15,15,,SCSHRU,,regular,,,32.75,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-15,15,,SCSHRU,,regular,,,32.75,76,Cyprinidae,Rhinichthys,cataractae,RHICAT,,2,2,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-15,15,,SCSHRU,,regular,,,32.75,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,,1,1,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-16,16,,SCSHRU,,regular,,,33.75,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,,6,6,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-16,16,,SCSHRU,,regular,,,33.75,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,4,4,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-17,17,,SCSHRU,,regular,,,33.5,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,,3,3,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-17,17,,SCSHRU,,regular,,,33.5,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,9,9,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-17,17,,SCSHRU,,regular,,,33.5,76,Cyprinidae,Rhinichthys,cataractae,RHICAT,,5,5,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-17,17,,SCSHRU,,regular,,,33.5,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,,1,1,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-18,18,,SCSHRU,,regular,,,32.75,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,10,10,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-18,18,,SCSHRU,,regular,,,32.75,76,Cyprinidae,Rhinichthys,cataractae,RHICAT,,2,2,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-18,18,,SCSHRU,,regular,,,32.75,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,,4,4,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-19,19,,BW,,larval,,,3.1,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,20,20,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-19,19,,BW,,larval,,,3.1,76,Cyprinidae,Platygobio,gracilis,PLAGRA,11.7,1,,1,,0,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-19,19,,BW,,larval,,,3.1,76,Cyprinidae,Rhinichthys,cataractae,RHICAT,,24,24,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-19,19,,BW,,larval,,,3.1,212,Poeciliidae,Gambusia,affinis,GAMAFF,,1,1,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-20,20,,SCSHPO,,larval,,,5.1,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,,3,3,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-20,20,,SCSHPO,,larval,,,5.1,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,17,17,,,,,,1
RKD19-139,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/2/2019,2019,10,201910,17,0.31,,,10,565,625,8.93,RKD19-139-20,20,,SCSHPO,,larval,,,5.1,76,Cyprinidae,Rhinichthys,cataractae,RHICAT,,6,6,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-1,1,,MCRU,,regular,,,29.75,76,Cyprinidae,Hybognathus,amarus,HYBAMA,45,1,1,,,0,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-1,1,,MCRU,,regular,,,29.75,76,Cyprinidae,Hybognathus,amarus,HYBAMA,51,1,1,,,0,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-1,1,,MCRU,,regular,,,29.75,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,2,2,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-1,1,,MCRU,,regular,,,29.75,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,,4,4,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-2,2,,MCRU,,regular,,,30.25,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,2,2,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-2,2,,MCRU,,regular,,,30.25,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,,1,1,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-3,3,,MCRU,,regular,,,30.5,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,,1,1,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-4,4,,MCRU,,regular,,,30.75,,,,,NO FISH,,,,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-5,5,,SCSHRU,,regular,,,32.5,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-6,6,,SCSHRU,,regular,,,32.25,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-7,7,,MCSHPO,,regular,,,21.25,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-8,8,,MCSHRU,,regular,,,31,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,3,3,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-9,9,,MCSHRU,,regular,,,30,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,,3,3,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-10,10,,MCSHRU,,regular,,,32.5,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,,5,5,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-11,11,,MCSHRU,,regular,,,30.75,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-11,11,,MCSHRU,,regular,,,30.75,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,,2,2,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-12,12,,MCSHRU,,regular,,,29.75,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,2,2,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-12,12,,MCSHRU,,regular,,,29.75,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,,6,6,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-13,13,,MCSHRU,,regular,,,31.5,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-13,13,,MCSHRU,,regular,,,31.5,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,,2,2,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-14,14,,SCSHPO,,regular,,,19.75,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,,1,1,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-14,14,,SCSHPO,,regular,,,19.75,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-15,15,,SCSHPO,,regular,,,21.25,,,,,NO FISH,,,,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-16,16,,SCSHPO,,regular,,,21.25,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,5,5,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-16,16,,SCSHPO,,regular,,,21.25,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,,3,3,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-17,17,,BW,,regular,,,20.5,,,,,NO FISH,,,,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-18,18,,BW,,regular,,,20.25,76,Cyprinidae,Hybognathus,amarus,HYBAMA,45,1,1,,,0,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-19,19,,BW,,larval,,,7.6,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,1,1,,,,,,1
RKD19-140,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/2/2019,2019,10,201910,12,0.33,,,11.4,549,680,8.37,RKD19-140-20,20,,BW,,larval,,,9.5,76,Cyprinidae,Platygobio,gracilis,PLAGRA,,31,31,,,,,,1
RKD19-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/3/2019,2019,10,201910,36,0.25,,,9.76,534,518,11.08,RKD19-141-1,1,,MCRU,,regular,,,29,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,,2,2,,,,,,1
RKD19-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/3/2019,2019,10,201910,36,0.25,,,9.76,534,518,11.08,RKD19-141-2,2,,MCRU,,regular,,,31.75,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,,15,15,,,,,,1
RKD19-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/3/2019,2019,10,201910,36,0.25,,,9.76,534,518,11.08,RKD19-141-2,2,,MCRU,,regular,,,31.75,76,Cyprinidae,Hybognathus,amarus,HYBAMA,33,2,2,,,0,,,1
RKD19-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/3/2019,2019,10,201910,36,0.25,,,9.76,534,518,11.08,RKD19-141-2,2,,MCRU,,regular,,,31.75,76,Cyprinidae,Hybognathus,amarus,HYBAMA,34,1,1,,,0,,,1
RKD19-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/3/2019,2019,10,201910,36,0.25,,,9.76,534,518,11.08,RKD19-141-2,2,,MCRU,,regular,,,31.75,76,Cyprinidae,Hybognathus,amarus,HYBAMA,41,1,1,,,0,,,1
RKD19-141,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/3/2019,2019,10,201910,36,0.25,,,9.76,534,518,11.08,RKD19-141-2,2,,MCRU,,regular,,,31.75,76,Cyprinidae,Hybognathus,amarus,HYBAMA,43,2,2,,,0,,,1
